"Stadium_Name","Year","Spectator_Count","Game_Length"
"Angel Stadium of Anaheim",2022,36598,191
"Guaranteed Rate Field;U.S. Cellular Field",2022,31096,257
"Progressive Field",2022,17776,151
"Comerica Park",2022,29399,163
"Minute Maid Park",2022,29341,201
"Kauffman Stadium",2022,15037,222
"Target Field",2022,25350,197
"Yankee Stadium II",2022,39114,203
"Safeco Field",2022,42900,172
"Chase Field",2022,13735,200
"Wrigley Field",2022,31629,165
"Citizens Bank Park",2022,22701,179
"Oracle Park",2022,22185,168
"Busch Stadium III",2022,37398,187
"Nationals Park",2022,20571,195
"Comerica Park",2022,16634,200
"Safeco Field",2022,12749,190
"Globe Life Field in Arlington",2022,29805,198
"Rogers Centre",2022,19716,197
"Chase Field",2022,15081,221
"Wrigley Field",2022,29233,193
"Coors Field",2022,28377,182
"Dodger Stadium",2022,51013,178
"Citi Field",2022,28495,159
"Citizens Bank Park",2022,28073,234
"Oracle Park",2022,24386,180
"Busch Stadium III",2022,31193,176
"Busch Stadium III",2022,33977,168
"Nationals Park",2022,24490,194
"Fenway Park",2022,32617,163
"Comerica Park",2022,16450,200
"Yankee Stadium II",2022,35692,183
"Safeco Field",2022,13019,156
"Globe Life Field in Arlington",2022,29370,160
"Rogers Centre",2022,23106,192
"Chase Field",2022,14917,170
"Wrigley Field",2022,31570,226
"Coors Field",2022,23838,182
"Dodger Stadium",2022,50812,170
"Citi Field",2022,25422,191
"Citizens Bank Park",2022,24726,192
"Oracle Park",2022,25527,172
"Busch Stadium III",2022,38658,194
"Nationals Park",2022,21153,207
"Fenway Park",2022,31877,188
"Comerica Park",2022,20726,171
"Yankee Stadium II",2022,35104,178
"Safeco Field",2022,15329,180
"Globe Life Field in Arlington",2022,24992,165
"Rogers Centre",2022,19961,173
"Wrigley Field",2022,30096,183
"Coors Field",2022,26629,170
"Citi Field",2022,25002,206
"Nationals Park",2022,19944,182
"Fenway Park",2022,30779,195
"Comerica Park",2022,17448,170
"Yankee Stadium II",2022,39469,158
"Safeco Field",2022,21485,173
"Rogers Centre",2022,36832,178
"Chase Field",2022,26351,160
"Wrigley Field",2022,35676,160
"Great American Ballpark",2022,21147,173
"Coors Field",2022,34304,175
"Dodger Stadium",2022,48361,200
"Citi Field",2022,36111,203
"PNC Park",2022,19075,166
"Nationals Park",2022,15501,212
"Nationals Park",2022,24785,225
"Oriole Park at Camden Yards",2022,13140,169
"Fenway Park",2022,35251,185
"Comerica Park",2022,21996,181
"Minute Maid Park",2022,35467,175
"Oakland-Alameda County Coliseum",2022,8772,208
"Safeco Field",2022,37500,157
"Rogers Centre",2022,44688,201
"Chase Field",2022,24338,160
"Wrigley Field",2022,40755,175
"Great American Ballpark",2022,25071,201
"Coors Field",2022,38768,162
"Dodger Stadium",2022,50078,177
"Citi Field",2022,40021,171
"PNC Park",2022,26041,233
"Nationals Park",2022,42730,228
"Oriole Park at Camden Yards",2022,15426,231
"Fenway Park",2022,36141,208
"Comerica Park",2022,28179,177
"Minute Maid Park",2022,36747,171
"Oakland-Alameda County Coliseum",2022,10936,166
"Safeco Field",2022,24071,204
"Safeco Field",2022,20804,177
"Rogers Centre",2022,45055,185
"Chase Field",2022,30690,171
"Wrigley Field",2022,40369,161
"Great American Ballpark",2022,25001,186
"Coors Field",2022,47342,204
"Dodger Stadium",2022,53033,188
"Citi Field",2022,41255,182
"PNC Park",2022,23905,158
"Nationals Park",2022,32261,177
"Oriole Park at Camden Yards",2022,23004,175
"Fenway Park",2022,35989,193
"Comerica Park",2022,25919,189
"Minute Maid Park",2022,37709,185
"Oakland-Alameda County Coliseum",2022,14341,166
"Safeco Field",2022,39052,164
"Rogers Centre",2022,44395,221
"Truist Park",2022,40589,174
"Miller Park",2022,28100,166
"Citi Field",2022,34947,200
"PNC Park",2022,11312,197
"Petco Park",2022,35430,156
"Angel Stadium of Anaheim",2022,22234,178
"Fenway Park",2022,34811,175
"Guaranteed Rate Field;U.S. Cellular Field",2022,22482,175
"Tropicana Field",2022,16504,192
"Truist Park",2022,35384,208
"Great American Ballpark",2022,18476,176
"Marlins Park",2022,9012,222
"Miller Park",2022,30208,193
"PNC Park",2022,11254,164
"Petco Park",2022,31528,235
"Angel Stadium of Anaheim",2022,20189,254
"Oriole Park at Camden Yards",2022,15197,166
"Fenway Park",2022,29168,173
"Guaranteed Rate Field;U.S. Cellular Field",2022,20529,263
"Minute Maid Park",2022,35140,182
"Target Field",2022,22341,226
"Oakland-Alameda County Coliseum",2022,4733,183
"Tropicana Field",2022,20688,162
"Globe Life Field in Arlington",2022,29153,186
"Truist Park",2022,38478,172
"Great American Ballpark",2022,17344,202
"Marlins Park",2022,8983,188
"Miller Park",2022,27986,186
"PNC Park",2022,14083,187
"Petco Park",2022,31024,213
"Angel Stadium of Anaheim",2022,34792,184
"Oriole Park at Camden Yards",2022,12630,152
"Fenway Park",2022,35180,183
"Guaranteed Rate Field;U.S. Cellular Field",2022,19406,187
"Minute Maid Park",2022,35415,195
"Target Field",2022,25604,215
"Oakland-Alameda County Coliseum",2022,5414,193
"Tropicana Field",2022,12264,215
"Globe Life Field in Arlington",2022,20704,192
"Truist Park",2022,36870,188
"Great American Ballpark",2022,21989,194
"Marlins Park",2022,11854,197
"Miller Park",2022,32550,181
"PNC Park",2022,14529,207
"Petco Park",2022,40355,158
"Guaranteed Rate Field;U.S. Cellular Field",2022,22431,191
"Target Field",2022,24929,174
"Yankee Stadium II",2022,44071,204
"Oakland-Alameda County Coliseum",2022,8215,174
"Chase Field",2022,22064,166
"Truist Park",2022,42105,189
"Marlins Park",2022,11444,183
"Miller Park",2022,32166,196
"Petco Park",2022,38890,185
"Oracle Park",2022,29178,171
"Busch Stadium III",2022,46524,163
"Angel Stadium of Anaheim",2022,35704,221
"Guaranteed Rate Field;U.S. Cellular Field",2022,27943,175
"Progressive Field",2022,29106,199
"Kauffman Stadium",2022,25077,142
"Target Field",2022,24643,137
"Yankee Stadium II",2022,47528,185
"Tropicana Field",2022,10542,194
"Globe Life Field in Arlington",2022,28854,185
"Chase Field",2022,23129,174
"Truist Park",2022,42161,192
"Marlins Park",2022,18722,180
"Miller Park",2022,34768,190
"Petco Park",2022,37467,179
"Oracle Park",2022,40115,163
"Busch Stadium III",2022,45159,202
"Angel Stadium of Anaheim",2022,35466,202
"Guaranteed Rate Field;U.S. Cellular Field",2022,29282,168
"Progressive Field",2022,27239,175
"Kauffman Stadium",2022,13543,226
"Target Field",2022,24578,174
"Yankee Stadium II",2022,45076,194
"Tropicana Field",2022,15203,189
"Globe Life Field in Arlington",2022,36183,162
"Chase Field",2022,22529,216
"Truist Park",2022,42217,263
"Marlins Park",2022,19343,164
"Miller Park",2022,35503,171
"Petco Park",2022,41620,199
"Oracle Park",2022,32285,178
"Busch Stadium III",2022,44824,230
"Angel Stadium of Anaheim",2022,26489,184
"Guaranteed Rate Field;U.S. Cellular Field",2022,29191,155
"Progressive Field",2022,20663,202
"Kauffman Stadium",2022,24820,163
"Target Field",2022,28048,186
"Yankee Stadium II",2022,44028,225
"Tropicana Field",2022,13364,177
"Globe Life Field in Arlington",2022,34220,197
"Coors Field",2022,38706,139
"Busch Stadium III",2022,34701,160
"Nationals Park",2022,18213,174
"Angel Stadium of Anaheim",2022,21973,162
"Progressive Field",2022,12554,175
"Kauffman Stadium",2022,12876,190
"Yankee Stadium II",2022,33168,204
"Safeco Field",2022,21615,159
"Rogers Centre",2022,25498,179
"Chase Field",2022,19904,218
"Wrigley Field",2022,32732,204
"Coors Field",2022,36097,165
"Citi Field",2022,36673,197
"Citizens Bank Park",2022,27725,198
"Oracle Park",2022,28004,196
"Busch Stadium III",2022,32065,181
"Nationals Park",2022,22575,171
"Angel Stadium of Anaheim",2022,23979,196
"Progressive Field",2022,12442,179
"Progressive Field",2022,12145,180
"Kauffman Stadium",2022,19593,171
"Yankee Stadium II",2022,38051,183
"Safeco Field",2022,16024,159
"Tropicana Field",2022,13742,201
"Rogers Centre",2022,27140,201
"Chase Field",2022,20109,192
"Wrigley Field",2022,28987,202
"Coors Field",2022,37092,176
"Citi Field",2022,29230,163
"Citizens Bank Park",2022,25621,167
"Oracle Park",2022,26576,169
"Busch Stadium III",2022,35674,155
"Nationals Park",2022,19870,228
"Angel Stadium of Anaheim",2022,27612,201
"Progressive Field",2022,12840,199
"Kauffman Stadium",2022,11391,138
"Yankee Stadium II",2022,39647,172
"Safeco Field",2022,17412,185
"Tropicana Field",2022,15481,240
"Rogers Centre",2022,27601,234
"Wrigley Field",2022,32318,194
"Dodger Stadium",2022,53094,170
"Citizens Bank Park",2022,30131,178
"PNC Park",2022,14134,180
"Progressive Field",2022,17066,199
"Minute Maid Park",2022,40674,174
"Safeco Field",2022,20860,173
"Rogers Centre",2022,22987,175
"Wrigley Field",2022,34931,211
"Great American Ballpark",2022,28606,172
"Coors Field",2022,47588,162
"Dodger Stadium",2022,48076,176
"Citi Field",2022,35639,158
"Citizens Bank Park",2022,36077,200
"PNC Park",2022,20409,214
"Oracle Park",2022,35266,179
"Nationals Park",2022,23794,185
"Comerica Park",2022,24349,170
"Minute Maid Park",2022,36420,165
"Target Field",2022,25540,161
"Safeco Field",2022,27589,180
"Rogers Centre",2022,44445,178
"Wrigley Field",2022,40298,168
"Great American Ballpark",2022,26755,194
"Coors Field",2022,48331,167
"Dodger Stadium",2022,47061,197
"Citi Field",2022,26494,177
"Citizens Bank Park",2022,27657,245
"PNC Park",2022,26505,176
"Oracle Park",2022,30804,198
"Nationals Park",2022,19674,200
"Progressive Field",2022,21203,208
"Progressive Field",2022,29236,189
"Comerica Park",2022,23502,174
"Minute Maid Park",2022,35332,171
"Target Field",2022,20618,181
"Safeco Field",2022,23907,170
"Rogers Centre",2022,39426,167
"Rogers Centre",2022,24180,161
"Wrigley Field",2022,40185,265
"Great American Ballpark",2022,21418,169
"Coors Field",2022,33479,189
"Dodger Stadium",2022,42633,192
"Citi Field",2022,25241,178
"Citizens Bank Park",2022,44225,183
"PNC Park",2022,17578,188
"Oracle Park",2022,30155,202
"Nationals Park",2022,25385,231
"Progressive Field",2022,26113,175
"Comerica Park",2022,21625,213
"Minute Maid Park",2022,36048,203
"Target Field",2022,24424,168
"Safeco Field",2022,23333,148
"Rogers Centre",2022,35757,207
"Chase Field",2022,27752,193
"Truist Park",2022,41975,181
"Great American Ballpark",2022,19533,194
"Dodger Stadium",2022,47163,186
"Miller Park",2022,41981,209
"Petco Park",2022,37913,201
"Nationals Park",2022,25129,173
"Oriole Park at Camden Yards",2022,18670,213
"Fenway Park",2022,36473,177
"Guaranteed Rate Field;U.S. Cellular Field",2022,32483,193
"Comerica Park",2022,19737,175
"Comerica Park",2022,24395,175
"Minute Maid Park",2022,33936,199
"Oakland-Alameda County Coliseum",2022,24403,147
"Chase Field",2022,14467,187
"Truist Park",2022,35656,187
"Great American Ballpark",2022,13487,181
"Dodger Stadium",2022,45885,180
"Marlins Park",2022,13338,167
"Miller Park",2022,30561,183
"Citizens Bank Park",2022,20217,183
"PNC Park",2022,37733,179
"Petco Park",2022,29745,196
"Oriole Park at Camden Yards",2022,7371,226
"Fenway Park",2022,31113,219
"Guaranteed Rate Field;U.S. Cellular Field",2022,18566,179
"Comerica Park",2022,16662,183
"Minute Maid Park",2022,28762,184
"Oakland-Alameda County Coliseum",2022,4846,160
"Chase Field",2022,13445,203
"Truist Park",2022,36718,152
"Great American Ballpark",2022,13540,226
"Dodger Stadium",2022,45098,181
"Marlins Park",2022,18741,187
"Miller Park",2022,32696,193
"Citizens Bank Park",2022,22369,177
"PNC Park",2022,32414,201
"Oriole Park at Camden Yards",2022,7648,161
"Fenway Park",2022,33735,185
"Guaranteed Rate Field;U.S. Cellular Field",2022,18393,227
"Comerica Park",2022,17829,184
"Minute Maid Park",2022,26534,209
"Oakland-Alameda County Coliseum",2022,6330,159
"Chase Field",2022,11727,177
"Truist Park",2022,37756,230
"Great American Ballpark",2022,13086,169
"Great American Ballpark",2022,9575,181
"Dodger Stadium",2022,52072,175
"Citi Field",2022,30555,171
"Citizens Bank Park",2022,22104,176
"Petco Park",2022,42656,202
"Oriole Park at Camden Yards",2022,13088,180
"Fenway Park",2022,36876,176
"Guaranteed Rate Field;U.S. Cellular Field",2022,21876,180
"Minute Maid Park",2022,36067,184
"Safeco Field",2022,24998,161
"Chase Field",2022,15524,208
"Truist Park",2022,41725,171
"Great American Ballpark",2022,26529,198
"Dodger Stadium",2022,44158,181
"Miller Park",2022,29471,181
"Citi Field",2022,25208,217
"Petco Park",2022,42861,196
"Busch Stadium III",2022,41100,143
"Oriole Park at Camden Yards",2022,27814,210
"Fenway Park",2022,36841,231
"Guaranteed Rate Field;U.S. Cellular Field",2022,29215,176
"Kauffman Stadium",2022,19611,164
"Oakland-Alameda County Coliseum",2022,6012,177
"Safeco Field",2022,32398,248
"Globe Life Field in Arlington",2022,30392,202
"Chase Field",2022,21819,183
"Truist Park",2022,40632,156
"Great American Ballpark",2022,33927,240
"Dodger Stadium",2022,45198,161
"Miller Park",2022,35384,194
"Citi Field",2022,43336,221
"Petco Park",2022,41714,171
"Busch Stadium III",2022,41853,178
"Oriole Park at Camden Yards",2022,32286,179
"Fenway Park",2022,36945,218
"Guaranteed Rate Field;U.S. Cellular Field",2022,29215,155
"Kauffman Stadium",2022,17024,190
"Oakland-Alameda County Coliseum",2022,10058,153
"Safeco Field",2022,41210,162
"Globe Life Field in Arlington",2022,35427,199
"Chase Field",2022,18126,163
"Truist Park",2022,32053,233
"Great American Ballpark",2022,21748,199
"Dodger Stadium",2022,41824,239
"Miller Park",2022,32967,211
"Citi Field",2022,34774,177
"Petco Park",2022,38712,186
"Busch Stadium III",2022,36112,189
"Oriole Park at Camden Yards",2022,19521,168
"Fenway Park",2022,37291,212
"Guaranteed Rate Field;U.S. Cellular Field",2022,31072,166
"Kauffman Stadium",2022,13282,168
"Oakland-Alameda County Coliseum",2022,10195,159
"Safeco Field",2022,37694,165
"Globe Life Field in Arlington",2022,24751,192
"Truist Park",2022,42925,183
"Coors Field",2022,27592,181
"Marlins Park",2022,8560,183
"Oracle Park",2022,25325,226
"Busch Stadium III",2022,34399,161
"Progressive Field",2022,13655,171
"Kauffman Stadium",2022,11084,150
"Kauffman Stadium",2022,16202,180
"Tropicana Field",2022,10629,211
"Globe Life Field in Arlington",2022,20660,208
"Truist Park",2022,42217,184
"Wrigley Field",2022,31079,174
"Coors Field",2022,26577,191
"Marlins Park",2022,8022,163
"Oracle Park",2022,23353,165
"Busch Stadium III",2022,37150,208
"Angel Stadium of Anaheim",2022,27180,217
"Progressive Field",2022,11342,129
"Progressive Field",2022,11750,195
"Kauffman Stadium",2022,14451,188
"Target Field",2022,37183,182
"Yankee Stadium II",2022,40235,201
"Tropicana Field",2022,10653,169
"Globe Life Field in Arlington",2022,17485,243
"Rogers Centre",2022,32795,172
"Truist Park",2022,34879,185
"Wrigley Field",2022,29529,191
"Coors Field",2022,25725,220
"Marlins Park",2022,9524,201
"Oracle Park",2022,27055,185
"Busch Stadium III",2022,39292,226
"Nationals Park",2022,16260,173
"Nationals Park",2022,19869,178
"Angel Stadium of Anaheim",2022,27803,225
"Progressive Field",2022,13987,177
"Kauffman Stadium",2022,11016,164
"Target Field",2022,38802,200
"Yankee Stadium II",2022,36772,236
"Tropicana Field",2022,10458,150
"Globe Life Field in Arlington",2022,22394,154
"Rogers Centre",2022,30853,151
"Wrigley Field",2022,34051,181
"Coors Field",2022,28077,222
"Marlins Park",2022,13612,253
"Oracle Park",2022,26994,232
"Busch Stadium III",2022,40062,180
"Nationals Park",2022,25577,174
"Angel Stadium of Anaheim",2022,34496,208
"Progressive Field",2022,14327,157
"Target Field",2022,26907,199
"Yankee Stadium II",2022,41311,224
"Tropicana Field",2022,11998,165
"Globe Life Field in Arlington",2022,19243,200
"Rogers Centre",2022,24426,180
"Coors Field",2022,33710,183
"Marlins Park",2022,10193,184
"Petco Park",2022,41302,184
"Oracle Park",2022,28244,214
"Busch Stadium III",2022,41221,213
"Nationals Park",2022,30409,212
"Angel Stadium of Anaheim",2022,44648,181
"Progressive Field",2022,27846,179
"Minute Maid Park",2022,39434,159
"Target Field",2022,27021,189
"Yankee Stadium II",2022,47573,240
"Tropicana Field",2022,13917,185
"Globe Life Field in Arlington",2022,26494,189
"Rogers Centre",2022,26422,168
"Wrigley Field",2022,39219,226
"Wrigley Field",2022,34366,213
"Coors Field",2022,34169,160
"Marlins Park",2022,13497,172
"Petco Park",2022,42384,182
"Oracle Park",2022,41279,169
"Busch Stadium III",2022,41014,200
"Nationals Park",2022,37880,167
"Angel Stadium of Anaheim",2022,44728,187
"Progressive Field",2022,26789,166
"Minute Maid Park",2022,39125,155
"Target Field",2022,28514,192
"Yankee Stadium II",2022,47997,189
"Tropicana Field",2022,19886,231
"Globe Life Field in Arlington",2022,35761,202
"Rogers Centre",2022,40135,209
"Wrigley Field",2022,34424,189
"Coors Field",2022,27591,193
"Marlins Park",2022,12450,162
"Petco Park",2022,36428,200
"Oracle Park",2022,30584,169
"Nationals Park",2022,26043,174
"Minute Maid Park",2022,34534,196
"Target Field",2022,23225,189
"Yankee Stadium II",2022,47958,212
"Tropicana Field",2022,13813,178
"Globe Life Field in Arlington",2022,26378,202
"Rogers Centre",2022,36681,141
"Dodger Stadium",2022,53165,209
"Marlins Park",2022,9524,186
"Minute Maid Park",2022,36225,194
"Minute Maid Park",2022,39342,191
"Oakland-Alameda County Coliseum",2022,0,178
"Oakland-Alameda County Coliseum",2022,7282,165
"Chase Field",2022,17819,166
"Truist Park",2022,42867,179
"Great American Ballpark",2022,25547,201
"Dodger Stadium",2022,51316,184
"Miller Park",2022,33357,284
"Citi Field",2022,36855,181
"Citizens Bank Park",2022,27775,208
"PNC Park",2022,22316,161
"Oriole Park at Camden Yards",2022,28468,227
"Fenway Park",2022,36796,229
"Guaranteed Rate Field;U.S. Cellular Field",2022,31379,200
"Kauffman Stadium",2022,22119,201
"Oakland-Alameda County Coliseum",2022,6620,173
"Safeco Field",2022,45290,184
"Chase Field",2022,37802,164
"Truist Park",2022,42827,181
"Great American Ballpark",2022,27190,207
"Dodger Stadium",2022,47749,201
"Miller Park",2022,31694,193
"Citi Field",2022,39359,190
"Citizens Bank Park",2022,38542,216
"PNC Park",2022,22560,180
"Oriole Park at Camden Yards",2022,36361,215
"Fenway Park",2022,35821,189
"Guaranteed Rate Field;U.S. Cellular Field",2022,18518,178
"Guaranteed Rate Field;U.S. Cellular Field",2022,26329,186
"Comerica Park",2022,34205,201
"Kauffman Stadium",2022,20668,178
"Oakland-Alameda County Coliseum",2022,10190,194
"Safeco Field",2022,43197,166
"Chase Field",2022,20278,224
"Truist Park",2022,42663,197
"Great American Ballpark",2022,18813,164
"Dodger Stadium",2022,47505,205
"Miller Park",2022,36465,257
"Citi Field",2022,35475,219
"Citizens Bank Park",2022,29079,170
"PNC Park",2022,15188,187
"Oriole Park at Camden Yards",2022,25623,200
"Fenway Park",2022,34404,213
"Guaranteed Rate Field;U.S. Cellular Field",2022,30831,151
