"Stadium_Name","Year","Spectator_Count","Game_Length"
"Rogers Centre",2022,35415,180
"Coors Field",2022,37476,178
"Dodger Stadium",2022,51059,173
"Marlins Park",2022,13412,203
"Miller Park",2022,26356,175
"Citi Field",2022,37935,192
"PNC Park",2022,8676,205
"Petco Park",2022,36924,177
"Oriole Park at Camden Yards",2022,28179,206
"Fenway Park",2022,34990,165
"Guaranteed Rate Field;U.S. Cellular Field",2022,27113,170
"Progressive Field",2022,13187,199
"Kauffman Stadium",2022,19022,182
"Safeco Field",2022,38504,156
"Globe Life Field in Arlington",2022,34493,190
"Rogers Centre",2022,32330,185
"Coors Field",2022,36391,199
"Dodger Stadium",2022,41167,182
"Marlins Park",2022,11476,212
"Miller Park",2022,23001,231
"Citi Field",2022,24515,179
"PNC Park",2022,8735,200
"Petco Park",2022,37694,174
"Oriole Park at Camden Yards",2022,25938,196
"Fenway Park",2022,28858,171
"Guaranteed Rate Field;U.S. Cellular Field",2022,17798,215
"Progressive Field",2022,9620,177
"Safeco Field",2022,26583,176
"Globe Life Field in Arlington",2022,22650,205
"Rogers Centre",2022,27490,185
"Wrigley Field",2022,26615,163
"Coors Field",2022,20403,173
"Dodger Stadium",2022,52052,194
"Miller Park",2022,21512,164
"Petco Park",2022,31121,170
"Fenway Park",2022,32514,208
"Minute Maid Park",2022,42646,202
"Oakland-Alameda County Coliseum",2022,17503,179
"Wrigley Field",2022,26568,189
"Coors Field",2022,23800,182
"Dodger Stadium",2022,51889,169
"Marlins Park",2022,8475,184
"Miller Park",2022,22747,149
"Citi Field",2022,0,213
"Citi Field",2022,27490,161
"Petco Park",2022,31313,161
"Nationals Park",2022,9261,188
"Nationals Park",2022,11720,151
"Fenway Park",2022,31640,190
"Comerica Park",2022,15498,239
"Minute Maid Park",2022,30212,216
"Kauffman Stadium",2022,10003,186
"Oakland-Alameda County Coliseum",2022,3748,191
"Safeco Field",2022,11067,157
"Wrigley Field",2022,26167,127
"Coors Field",2022,21490,189
"Dodger Stadium",2022,38888,163
"Marlins Park",2022,8655,183
"Miller Park",2022,20790,175
"Citi Field",2022,30050,200
"Petco Park",2022,25359,176
"Nationals Park",2022,15774,192
"Fenway Park",2022,33354,187
"Progressive Field",2022,0,161
"Progressive Field",2022,9196,181
"Comerica Park",2022,17268,186
"Minute Maid Park",2022,29049,188
"Kauffman Stadium",2022,8969,149
"Oakland-Alameda County Coliseum",2022,2703,182
"Safeco Field",2022,9374,176
"Wrigley Field",2022,32341,215
"Marlins Park",2022,9670,163
"Citi Field",2022,28760,155
"Nationals Park",2022,14424,180
"Fenway Park",2022,35792,179
"Progressive Field",2022,8345,187
"Comerica Park",2022,21529,154
"Kauffman Stadium",2022,15540,163
"Oakland-Alameda County Coliseum",2022,4429,170
"Safeco Field",2022,12570,227
"Chase Field",2022,20939,209
"Truist Park",2022,40402,184
"Wrigley Field",2022,25005,188
"Great American Ballpark",2022,20470,199
"Citizens Bank Park",2022,29285,200
"Petco Park",2022,44482,205
"Nationals Park",2022,23751,173
"Angel Stadium of Anaheim",2022,31679,175
"Minute Maid Park",2022,36757,173
"Target Field",2022,14257,184
"Yankee Stadium II",2022,41062,178
"Oakland-Alameda County Coliseum",2022,7012,185
"Safeco Field",2022,24206,162
"Tropicana Field",2022,16902,201
"Chase Field",2022,25413,199
"Truist Park",2022,41931,224
"Wrigley Field",2022,39917,167
"Great American Ballpark",2022,28598,193
"Citizens Bank Park",2022,30612,177
"Petco Park",2022,44444,207
"Nationals Park",2022,27799,168
"Angel Stadium of Anaheim",2022,43883,191
"Comerica Park",2022,37566,182
"Comerica Park",2022,28635,167
"Minute Maid Park",2022,36075,174
"Target Field",2022,16686,212
"Yankee Stadium II",2022,39180,170
"Oakland-Alameda County Coliseum",2022,9120,161
"Safeco Field",2022,28583,246
"Tropicana Field",2022,19137,185
"Chase Field",2022,23570,176
"Truist Park",2022,38440,222
"Wrigley Field",2022,28387,217
"Great American Ballpark",2022,23124,167
"Citizens Bank Park",2022,26175,169
"Petco Park",2022,44930,182
"Nationals Park",2022,26003,199
"Angel Stadium of Anaheim",2022,41984,222
"Comerica Park",2022,20088,175
"Minute Maid Park",2022,39534,225
"Target Field",2022,16197,230
"Yankee Stadium II",2022,39050,163
"Oakland-Alameda County Coliseum",2022,11083,176
"Safeco Field",2022,28548,252
"Tropicana Field",2022,20993,158
"Chase Field",2022,17750,153
"Miller Park",2022,21186,181
"Citizens Bank Park",2022,20130,189
"Busch Stadium III",2022,35455,180
"Angel Stadium of Anaheim",2022,23099,142
"Globe Life Field in Arlington",2022,17420,194
"Rogers Centre",2022,20981,136
"Chase Field",2022,18063,173
"Truist Park",2022,31990,151
"Great American Ballpark",2022,10056,191
"Citizens Bank Park",2022,22300,199
"PNC Park",2022,8493,209
"Oracle Park",2022,32898,181
"Busch Stadium III",2022,32215,212
"Nationals Park",2022,12613,193
"Angel Stadium of Anaheim",2022,22551,154
"Guaranteed Rate Field;U.S. Cellular Field",2022,12031,200
"Target Field",2022,11803,185
"Yankee Stadium II",2022,28596,199
"Tropicana Field",2022,9257,195
"Globe Life Field in Arlington",2022,16469,182
"Rogers Centre",2022,22611,227
"Chase Field",2022,15138,156
"Truist Park",2022,30362,244
"Great American Ballpark",2022,9192,208
"Citizens Bank Park",2022,20127,200
"PNC Park",2022,8331,181
"Oracle Park",2022,32014,180
"Busch Stadium III",2022,34822,209
"Nationals Park",2022,13356,200
"Angel Stadium of Anaheim",2022,28557,192
"Guaranteed Rate Field;U.S. Cellular Field",2022,12363,162
"Target Field",2022,11829,143
"Yankee Stadium II",2022,31122,177
"Tropicana Field",2022,7290,161
"Globe Life Field in Arlington",2022,20399,197
"Rogers Centre",2022,20468,185
"Truist Park",2022,34183,169
"Great American Ballpark",2022,10449,215
"Citizens Bank Park",2022,20098,188
"PNC Park",2022,8332,188
"Busch Stadium III",2022,33464,181
"Nationals Park",2022,12454,166
"Angel Stadium of Anaheim",2022,18826,155
"Guaranteed Rate Field;U.S. Cellular Field",2022,11242,200
"Target Field",2022,19365,189
"Yankee Stadium II",2022,29268,231
"Tropicana Field",2022,6749,184
"Globe Life Field in Arlington",2022,19484,157
"Rogers Centre",2022,23144,162
"Coors Field",2022,30206,205
"Dodger Stadium",2022,49394,163
"Marlins Park",2022,9963,186
"Miller Park",2022,29062,195
"Citi Field",2022,32416,198
"PNC Park",2022,9755,199
"Oracle Park",2022,38256,226
"Busch Stadium III",2022,40753,204
"Oriole Park at Camden Yards",2022,15685,177
"Guaranteed Rate Field;U.S. Cellular Field",2022,23709,199
"Kauffman Stadium",2022,16460,178
"Oakland-Alameda County Coliseum",2022,12910,201
"Tropicana Field",2022,9928,136
"Globe Life Field in Arlington",2022,25829,203
"Rogers Centre",2022,35066,222
"Coors Field",2022,32179,151
"Dodger Stadium",2022,52613,185
"Marlins Park",2022,29010,166
"Miller Park",2022,37263,183
"Citi Field",2022,40036,228
"PNC Park",2022,20483,187
"Oracle Park",2022,33241,200
"Busch Stadium III",2022,40144,158
"Oriole Park at Camden Yards",2022,19927,189
"Guaranteed Rate Field;U.S. Cellular Field",2022,33762,175
"Kauffman Stadium",2022,23965,188
"Oakland-Alameda County Coliseum",2022,6707,162
"Tropicana Field",2022,18846,185
"Globe Life Field in Arlington",2022,36097,136
"Rogers Centre",2022,40732,163
"Coors Field",2022,32574,176
"Dodger Stadium",2022,51172,177
"Marlins Park",2022,16741,202
"Miller Park",2022,35137,163
"Citi Field",2022,30608,200
"PNC Park",2022,8350,182
"Oracle Park",2022,38451,217
"Busch Stadium III",2022,45123,194
"Oriole Park at Camden Yards",2022,19117,199
"Guaranteed Rate Field;U.S. Cellular Field",2022,27664,195
"Kauffman Stadium",2022,19706,203
"Oakland-Alameda County Coliseum",2022,14945,193
"Tropicana Field",2022,14830,173
"Globe Life Field in Arlington",2022,38316,180
"Rogers Centre",2022,31802,172
"Marlins Park",2022,6224,207
"Citi Field",2022,23413,198
"Busch Stadium III",2022,33963,160
"Oriole Park at Camden Yards",2022,7427,176
"Guaranteed Rate Field;U.S. Cellular Field",2022,13112,159
"Minute Maid Park",2022,27321,168
"Oakland-Alameda County Coliseum",2022,2488,157
"Rogers Centre",2022,18577,174
"Wrigley Field",2022,34206,181
"Coors Field",2022,20758,159
"Dodger Stadium",2022,43370,185
"Marlins Park",2022,6263,204
"Miller Park",2022,21961,190
"Citi Field",2022,0,169
"Citi Field",2022,27206,138
"Citizens Bank Park",2022,27788,185
"Oriole Park at Camden Yards",2022,6678,180
"Fenway Park",2022,29793,143
"Minute Maid Park",2022,23796,192
"Kauffman Stadium",2022,18788,167
"Oakland-Alameda County Coliseum",2022,2815,201
"Rogers Centre",2022,22491,177
"Wrigley Field",2022,36755,185
"Coors Field",2022,19387,138
"Dodger Stadium",2022,52203,180
"Marlins Park",2022,7356,205
"Miller Park",2022,25413,226
"Citi Field",2022,23973,208
"Citizens Bank Park",2022,21315,194
"Oriole Park at Camden Yards",2022,7466,163
"Fenway Park",2022,27679,222
"Progressive Field",2022,0,195
"Progressive Field",2022,10244,226
"Comerica Park",2022,0,161
"Comerica Park",2022,15150,187
"Minute Maid Park",2022,24110,181
"Kauffman Stadium",2022,12774,182
"Oakland-Alameda County Coliseum",2022,4838,159
"Rogers Centre",2022,29057,164
"Coors Field",2022,30139,205
"Miller Park",2022,21715,185
"Citizens Bank Park",2022,24040,195
"Petco Park",2022,31034,170
"Oracle Park",2022,22562,181
"Oriole Park at Camden Yards",2022,8652,183
"Fenway Park",2022,29476,175
"Progressive Field",2022,9104,183
"Minute Maid Park",2022,24116,175
"Safeco Field",2022,17027,170
"Chase Field",2022,18551,167
"Truist Park",2022,36307,195
"Petco Park",2022,37585,199
"Oracle Park",2022,28898,172
"Angel Stadium of Anaheim",2022,41923,148
"Fenway Park",2022,30944,209
"Minute Maid Park",2022,38020,186
"Target Field",2022,17509,164
"Safeco Field",2022,26154,234
"Chase Field",2022,24133,199
"Truist Park",2022,37857,177
"Wrigley Field",2022,37594,163
"Wrigley Field",2022,31520,185
"Great American Ballpark",2022,9267,189
"Great American Ballpark",2022,21448,226
"Petco Park",2022,34709,174
"Oracle Park",2022,40113,202
"Angel Stadium of Anaheim",2022,30666,182
"Fenway Park",2022,33026,222
"Progressive Field",2022,0,203
"Progressive Field",2022,16819,175
"Minute Maid Park",2022,34109,181
"Target Field",2022,22272,175
"Safeco Field",2022,31589,181
"Chase Field",2022,19323,164
"Truist Park",2022,36551,172
"Wrigley Field",2022,31424,177
"Great American Ballpark",2022,17623,181
"Citizens Bank Park",2022,0,178
"Citizens Bank Park",2022,37133,195
"Petco Park",2022,37937,187
"Oracle Park",2022,38193,188
"Angel Stadium of Anaheim",2022,32337,206
"Oriole Park at Camden Yards",2022,0,197
"Oriole Park at Camden Yards",2022,19893,163
"Fenway Park",2022,28602,201
"Progressive Field",2022,14787,182
"Minute Maid Park",2022,36934,164
"Target Field",2022,14295,199
"Yankee Stadium II",2022,0,174
"Yankee Stadium II",2022,40714,187
"Safeco Field",2022,32501,184
"Chase Field",2022,11571,170
"Great American Ballpark",2022,10046,198
"PNC Park",2022,8527,161
"Petco Park",2022,41595,179
"Oracle Park",2022,20039,195
"Angel Stadium of Anaheim",2022,19537,182
"Oriole Park at Camden Yards",2022,9438,173
"Guaranteed Rate Field;U.S. Cellular Field",2022,17168,253
"Comerica Park",2022,12674,169
"Yankee Stadium II",2022,34866,161
"Safeco Field",2022,15881,181
"Chase Field",2022,8855,197
"Truist Park",2022,38378,227
"Great American Ballpark",2022,10445,230
"PNC Park",2022,11583,182
"Petco Park",2022,31047,188
"Oracle Park",2022,21472,190
"Busch Stadium III",2022,33649,173
"Nationals Park",2022,21955,188
"Angel Stadium of Anaheim",2022,39313,139
"Guaranteed Rate Field;U.S. Cellular Field",2022,16025,163
"Comerica Park",2022,0,176
"Comerica Park",2022,13844,179
"Target Field",2022,16156,190
"Yankee Stadium II",2022,41522,219
"Safeco Field",2022,16422,216
"Globe Life Field in Arlington",2022,15407,181
"Chase Field",2022,9058,178
"Truist Park",2022,37200,191
"Great American Ballpark",2022,11851,206
"PNC Park",2022,11105,200
"Petco Park",2022,29344,206
"Oracle Park",2022,23341,194
"Busch Stadium III",2022,34533,178
"Nationals Park",2022,19715,185
"Angel Stadium of Anaheim",2022,21045,197
"Comerica Park",2022,15375,184
"Target Field",2022,NA,213
"Yankee Stadium II",2022,42105,170
"Safeco Field",2022,16387,191
"Globe Life Field in Arlington",2022,15561,175
"Dodger Stadium",2022,46539,209
"PNC Park",2022,9470,172
"Busch Stadium III",2022,35198,185
"Nationals Park",2022,21213,165
"Guaranteed Rate Field;U.S. Cellular Field",2022,20050,236
"Comerica Park",2022,17565,177
"Target Field",2022,16918,200
"Globe Life Field in Arlington",2022,14994,172
"Chase Field",2022,21765,176
"Truist Park",2022,40635,222
"Coors Field",2022,35176,233
"Dodger Stadium",2022,50712,258
"Marlins Park",2022,9110,173
"Citi Field",2022,36629,176
"PNC Park",2022,12588,182
"Busch Stadium III",2022,39612,186
"Nationals Park",2022,18433,165
"Guaranteed Rate Field;U.S. Cellular Field",2022,28877,201
"Comerica Park",2022,23941,190
"Target Field",2022,18711,206
"Oakland-Alameda County Coliseum",2022,13992,150
"Tropicana Field",2022,10169,169
"Globe Life Field in Arlington",2022,28324,166
"Chase Field",2022,25169,202
"Truist Park",2022,40490,175
"Coors Field",2022,40534,159
"Dodger Stadium",2022,50279,158
"Marlins Park",2022,12941,210
"Citi Field",2022,37140,210
"PNC Park",2022,12959,174
"Busch Stadium III",2022,44537,185
"Nationals Park",2022,22949,207
"Guaranteed Rate Field;U.S. Cellular Field",2022,32830,207
"Comerica Park",2022,28016,149
"Target Field",2022,22939,211
"Oakland-Alameda County Coliseum",2022,12719,198
"Oakland-Alameda County Coliseum",2022,7737,167
"Tropicana Field",2022,15195,183
"Globe Life Field in Arlington",2022,34462,203
"Chase Field",2022,23309,185
"Truist Park",2022,40114,213
"Coors Field",2022,34505,203
"Dodger Stadium",2022,51869,213
"Marlins Park",2022,11729,213
"Citi Field",2022,38476,202
"PNC Park",2022,10559,154
"Busch Stadium III",2022,39703,185
"Nationals Park",2022,25915,187
"Guaranteed Rate Field;U.S. Cellular Field",2022,29500,152
"Comerica Park",2022,20080,180
"Target Field",2022,19850,158
"Oakland-Alameda County Coliseum",2022,14668,209
"Tropicana Field",2022,20986,167
"Globe Life Field in Arlington",2022,27607,177
"Wrigley Field",2022,31119,149
"Coors Field",2022,23180,203
"Dodger Stadium",2022,42650,176
"Marlins Park",2022,6601,181
"Miller Park",2022,25880,151
"Oriole Park at Camden Yards",2022,12228,179
"Fenway Park",2022,29706,187
"Kauffman Stadium",2022,12441,185
"Oakland-Alameda County Coliseum",2022,3138,174
"Tropicana Field",2022,11532,163
"Globe Life Field in Arlington",2022,15110,171
"Rogers Centre",2022,28207,203
"Wrigley Field",2022,30478,158
"Coors Field",2022,25735,220
"Dodger Stadium",2022,42089,190
"Dodger Stadium",2022,46850,165
"Marlins Park",2022,8097,208
"Miller Park",2022,28910,194
"Citi Field",2022,0,174
"Citi Field",2022,27457,222
"Citizens Bank Park",2022,29200,173
"Oriole Park at Camden Yards",2022,12635,186
"Fenway Park",2022,27328,192
"Progressive Field",2022,12916,202
"Kauffman Stadium",2022,9168,190
"Kauffman Stadium",2022,11684,155
"Oakland-Alameda County Coliseum",2022,3640,200
"Tropicana Field",2022,8475,158
"Globe Life Field in Arlington",2022,17727,238
"Rogers Centre",2022,22988,140
"Wrigley Field",2022,31631,182
"Coors Field",2022,26713,162
"Dodger Stadium",2022,35643,181
"Marlins Park",2022,7566,236
"Miller Park",2022,27014,243
"Citi Field",2022,32798,209
"Citizens Bank Park",2022,27655,164
"Oriole Park at Camden Yards",2022,13850,154
"Fenway Park",2022,31717,158
"Kauffman Stadium",2022,13504,191
"Oakland-Alameda County Coliseum",2022,7106,205
"Tropicana Field",2022,9706,175
"Globe Life Field in Arlington",2022,20366,203
"Rogers Centre",2022,20472,167
"Wrigley Field",2022,32631,190
"Citi Field",2022,28801,221
"Citizens Bank Park",2022,30146,211
"Oriole Park at Camden Yards",2022,23819,241
"Fenway Park",2022,29783,218
"Progressive Field",2022,8510,168
"Minute Maid Park",2022,34593,190
"Kauffman Stadium",2022,11784,227
"Wrigley Field",2022,31235,186
"Marlins Park",2022,9776,212
"Miller Park",2022,29609,166
"Citizens Bank Park",2022,30025,224
"PNC Park",2022,14034,218
"Oracle Park",2022,31359,203
"Angel Stadium of Anaheim",2022,32422,204
"Oriole Park at Camden Yards",2022,15127,262
"Fenway Park",2022,30842,174
"Progressive Field",2022,23874,158
"Minute Maid Park",2022,35294,177
"Kauffman Stadium",2022,25337,202
"Rogers Centre",2022,29300,162
"Wrigley Field",2022,32269,222
"Coors Field",2022,20737,175
"Coors Field",2022,25783,178
"Marlins Park",2022,13264,208
"Miller Park",2022,34837,193
"Citizens Bank Park",2022,32068,237
"PNC Park",2022,24644,199
"Oracle Park",2022,38916,185
"Angel Stadium of Anaheim",2022,39045,192
"Oriole Park at Camden Yards",2022,17573,173
"Fenway Park",2022,34832,179
"Minute Maid Park",2022,37187,172
"Kauffman Stadium",2022,17893,174
"Yankee Stadium II",2022,44001,220
"Rogers Centre",2022,39393,139
"Wrigley Field",2022,32606,163
"Coors Field",2022,35248,154
"Marlins Park",2022,17908,162
"Miller Park",2022,39822,183
"Citizens Bank Park",2022,34021,209
"PNC Park",2022,13510,199
"Oracle Park",2022,35363,177
"Angel Stadium of Anaheim",2022,40042,169
"Oriole Park at Camden Yards",2022,23778,271
"Fenway Park",2022,33896,198
"Progressive Field",2022,15554,166
"Minute Maid Park",2022,38745,190
"Kauffman Stadium",2022,15482,217
"Yankee Stadium II",2022,0,189
"Yankee Stadium II",2022,36167,171
"Rogers Centre",2022,42323,197
"Chase Field",2022,14629,216
"Truist Park",2022,41762,217
"Great American Ballpark",2022,12029,196
"PNC Park",2022,8376,185
"Petco Park",2022,31504,234
"Oracle Park",2022,25690,171
"Busch Stadium III",2022,36033,201
"Nationals Park",2022,22423,172
"Minute Maid Park",2022,28284,182
"Target Field",2022,16361,175
"Yankee Stadium II",2022,32187,170
"Safeco Field",2022,14415,204
"Chase Field",2022,12616,189
"Truist Park",2022,32274,238
"Great American Ballpark",2022,14386,192
"PNC Park",2022,9009,201
"Petco Park",2022,39834,194
"Oracle Park",2022,27683,230
"Busch Stadium III",2022,33797,210
"Nationals Park",2022,22418,199
"Angel Stadium of Anaheim",2022,23791,150
"Guaranteed Rate Field;U.S. Cellular Field",2022,21835,221
"Minute Maid Park",2022,26621,165
"Target Field",2022,17882,173
"Yankee Stadium II",2022,32289,216
"Safeco Field",2022,14797,205
"Tropicana Field",2022,9006,146
"Truist Park",2022,29339,210
"Great American Ballpark",2022,11417,184
"PNC Park",2022,10014,200
"Petco Park",2022,27831,185
"Oracle Park",2022,27432,164
"Nationals Park",2022,23341,173
"Angel Stadium of Anaheim",2022,22950,169
"Guaranteed Rate Field;U.S. Cellular Field",2022,21075,178
"Minute Maid Park",2022,25412,180
"Target Field",2022,20375,225
"Yankee Stadium II",2022,39154,187
"Safeco Field",2022,15856,190
"Tropicana Field",2022,7520,185
"Chase Field",2022,17057,201
"Truist Park",2022,33188,163
"Great American Ballpark",2022,13578,190
"Busch Stadium III",2022,35107,201
"Nationals Park",2022,16264,160
"Angel Stadium of Anaheim",2022,28228,176
"Guaranteed Rate Field;U.S. Cellular Field",2022,24896,242
"Comerica Park",2022,12764,172
"Target Field",2022,17657,185
"Oakland-Alameda County Coliseum",2022,3203,164
"Tropicana Field",2022,14610,169
"Chase Field",2022,24865,191
"Truist Park",2022,40064,182
"Great American Ballpark",2022,19000,196
"Citi Field",2022,30175,221
"Petco Park",2022,41898,176
"Busch Stadium III",2022,39077,174
"Angel Stadium of Anaheim",2022,44641,185
"Fenway Park",2022,29251,218
"Target Field",2022,21841,220
"Oakland-Alameda County Coliseum",2022,5010,174
"Safeco Field",2022,26017,165
"Tropicana Field",2022,19018,143
"Chase Field",2022,30819,192
"Truist Park",2022,40682,168
"Great American Ballpark",2022,26655,180
"Citi Field",2022,37455,189
"Petco Park",2022,38189,223
"Busch Stadium III",2022,45594,165
"Nationals Park",2022,20294,217
"Nationals Park",2022,26535,173
"Angel Stadium of Anaheim",2022,34005,225
"Fenway Park",2022,26912,178
"Fenway Park",2022,28491,189
"Guaranteed Rate Field;U.S. Cellular Field",2022,37820,183
"Comerica Park",2022,26134,170
"Target Field",2022,22249,192
"Oakland-Alameda County Coliseum",2022,6502,195
"Safeco Field",2022,24007,181
"Tropicana Field",2022,25025,167
"Chase Field",2022,30482,167
"Truist Park",2022,39669,189
"Great American Ballpark",2022,20439,190
"Citi Field",2022,36513,231
"Petco Park",2022,44395,170
"Busch Stadium III",2022,44169,168
"Nationals Park",2022,25225,193
"Angel Stadium of Anaheim",2022,36568,253
"Fenway Park",2022,35715,207
"Guaranteed Rate Field;U.S. Cellular Field",2022,38080,234
"Comerica Park",2022,19990,157
"Target Field",2022,27195,185
"Oakland-Alameda County Coliseum",2022,8342,218
"Safeco Field",2022,28986,180
"Tropicana Field",2022,25025,155
"Chase Field",2022,20735,173
"Wrigley Field",2022,39305,197
"Wrigley Field",2022,28620,172
"Coors Field",2022,40275,176
"Dodger Stadium",2022,46724,198
"Citi Field",2022,22007,209
"Citizens Bank Park",2022,26650,193
"Busch Stadium III",2022,42140,213
"Fenway Park",2022,24809,185
"Progressive Field",2022,15271,169
"Comerica Park",2022,15191,184
"Oakland-Alameda County Coliseum",2022,8753,178
"Globe Life Field in Arlington",2022,25605,201
"Chase Field",2022,12686,215
"Wrigley Field",2022,30596,213
"Dodger Stadium",2022,52686,189
"Citi Field",2022,25263,211
"Citizens Bank Park",2022,20927,292
"Busch Stadium III",2022,33418,217
"Oriole Park at Camden Yards",2022,8074,171
"Fenway Park",2022,28577,184
"Progressive Field",2022,10519,170
"Comerica Park",2022,11756,166
"Comerica Park",2022,12122,149
"Yankee Stadium II",2022,31242,174
"Oakland-Alameda County Coliseum",2022,3469,203
"Globe Life Field in Arlington",2022,16317,141
"Rogers Centre",2022,25424,204
"Chase Field",2022,12370,179
"Wrigley Field",2022,33398,183
"Coors Field",2022,0,180
"Coors Field",2022,22719,254
"Dodger Stadium",2022,39324,208
"Citi Field",2022,25417,182
"Citizens Bank Park",2022,22213,182
"Busch Stadium III",2022,34268,163
"Oriole Park at Camden Yards",2022,8400,187
"Fenway Park",2022,30219,160
"Progressive Field",2022,12895,168
"Comerica Park",2022,13211,133
"Oakland-Alameda County Coliseum",2022,5189,187
"Globe Life Field in Arlington",2022,20634,241
"Rogers Centre",2022,23312,194
"Wrigley Field",2022,30466,184
"Great American Ballpark",2022,12799,160
"Coors Field",2022,26594,178
"Dodger Stadium",2022,48018,174
"Marlins Park",2022,8202,154
"Miller Park",2022,21451,200
"Oriole Park at Camden Yards",2022,8817,240
"Comerica Park",2022,17972,158
"Yankee Stadium II",2022,30518,187
"Yankee Stadium II",2022,33476,188
"Globe Life Field in Arlington",2022,17097,184
"Rogers Centre",2022,25250,185
"Wrigley Field",2022,32482,194
"Great American Ballpark",2022,19032,189
"Coors Field",2022,37336,212
"Dodger Stadium",2022,52505,175
"Marlins Park",2022,6512,190
"Miller Park",2022,30019,183
"Citizens Bank Park",2022,28721,161
"PNC Park",2022,16444,195
"Oriole Park at Camden Yards",2022,15456,172
"Kauffman Stadium",2022,22516,168
"Yankee Stadium II",2022,42026,159
"Oakland-Alameda County Coliseum",2022,17852,195
"Tropicana Field",2022,8930,189
"Globe Life Field in Arlington",2022,25378,171
"Rogers Centre",2022,27753,182
"Wrigley Field",2022,32792,185
"Wrigley Field",2022,31673,251
"Great American Ballpark",2022,23128,224
"Coors Field",2022,41054,214
"Dodger Stadium",2022,50165,213
"Marlins Park",2022,7515,174
"Miller Park",2022,37376,163
"Citizens Bank Park",2022,36313,185
"PNC Park",2022,19149,166
"Oriole Park at Camden Yards",2022,17183,153
"Kauffman Stadium",2022,14686,190
"Yankee Stadium II",2022,38106,148
"Oakland-Alameda County Coliseum",2022,14796,187
"Tropicana Field",2022,19452,183
"Globe Life Field in Arlington",2022,28794,150
"Rogers Centre",2022,36987,181
"Wrigley Field",2022,31424,224
"Great American Ballpark",2022,16380,202
"Coors Field",2022,39409,213
"Dodger Stadium",2022,48672,239
"Marlins Park",2022,9641,190
"Miller Park",2022,32285,210
"Citizens Bank Park",2022,34801,237
"PNC Park",2022,11796,176
"Oriole Park at Camden Yards",2022,14815,178
"Kauffman Stadium",2022,12776,210
"Yankee Stadium II",2022,38030,204
"Oakland-Alameda County Coliseum",2022,12084,181
"Tropicana Field",2022,11162,198
"Globe Life Field in Arlington",2022,27427,219
"Rogers Centre",2022,34088,200
"Great American Ballpark",2022,9485,133
"Petco Park",2022,34858,223
"Angel Stadium of Anaheim",2022,29395,152
"Minute Maid Park",2022,27521,226
"Kauffman Stadium",2022,10889,170
"Truist Park",2022,33981,139
"Great American Ballpark",2022,11512,192
"Marlins Park",2022,7112,177
"Miller Park",2022,27109,180
"PNC Park",2022,10214,170
"Petco Park",2022,31796,168
"Oracle Park",2022,24785,193
"Angel Stadium of Anaheim",2022,27627,236
"Oriole Park at Camden Yards",2022,11509,173
"Guaranteed Rate Field;U.S. Cellular Field",2022,25625,169
"Progressive Field",2022,0,160
"Progressive Field",2022,10763,190
"Minute Maid Park",2022,30583,199
"Kauffman Stadium",2022,15103,189
"Target Field",2022,27643,230
"Tropicana Field",2022,10905,193
"Truist Park",2022,42075,167
"Great American Ballpark",2022,11957,198
"Marlins Park",2022,7193,209
"Miller Park",2022,29353,170
"PNC Park",2022,11723,177
"Petco Park",2022,40992,178
"Oracle Park",2022,21535,169
"Angel Stadium of Anaheim",2022,26587,189
"Guaranteed Rate Field;U.S. Cellular Field",2022,25078,156
"Progressive Field",2022,10965,127
"Minute Maid Park",2022,23752,189
"Kauffman Stadium",2022,12196,206
"Target Field",2022,22286,180
"Tropicana Field",2022,12906,191
"Truist Park",2022,39336,146
"Great American Ballpark",2022,13167,209
"Marlins Park",2022,9108,189
"Miller Park",2022,27306,241
"Oracle Park",2022,23780,176
"Angel Stadium of Anaheim",2022,28595,189
"Guaranteed Rate Field;U.S. Cellular Field",2022,25482,253
"Progressive Field",2022,12995,203
"Kauffman Stadium",2022,15594,197
"Target Field",2022,26646,212
"Tropicana Field",2022,14892,114
"Truist Park",2022,41404,184
"Citizens Bank Park",2022,37423,204
"Petco Park",2022,35207,184
"Oracle Park",2022,39701,165
"Busch Stadium III",2022,45009,167
"Nationals Park",2022,26111,195
"Angel Stadium of Anaheim",2022,31499,201
"Guaranteed Rate Field;U.S. Cellular Field",2022,24270,179
"Progressive Field",2022,21311,170
"Comerica Park",2022,26226,170
"Minute Maid Park",2022,34163,229
"Kauffman Stadium",2022,17650,175
"Target Field",2022,23761,178
"Yankee Stadium II",2022,43446,256
"Safeco Field",2022,27314,228
"Truist Park",2022,41219,162
"Citizens Bank Park",2022,30820,176
"Petco Park",2022,31415,183
"Petco Park",2022,30040,200
"Oracle Park",2022,41236,212
"Busch Stadium III",2022,43832,190
"Nationals Park",2022,25265,182
"Angel Stadium of Anaheim",2022,36408,201
"Guaranteed Rate Field;U.S. Cellular Field",2022,30221,243
"Progressive Field",2022,22674,188
"Comerica Park",2022,30738,171
"Minute Maid Park",2022,31379,192
"Kauffman Stadium",2022,15134,183
"Target Field",2022,22741,210
"Yankee Stadium II",2022,38043,168
"Safeco Field",2022,37691,217
"Truist Park",2022,35446,168
"Citizens Bank Park",2022,41218,230
"Petco Park",2022,41754,161
"Oracle Park",2022,41197,176
"Busch Stadium III",2022,43083,192
"Nationals Park",2022,22549,191
